title,status,image,chCount,vCount,rating,userCount,synopsis,genre
Basilis no Musume,finished,https://media.kitsu.io/manga/poster_images/2711/large.jpg?1434255115,16,4,82.61,210,"Japan, 1920: Momiji, a pretty 17-year-old girl, is an orphan. The wealthy Midorikawa family adopted her years before, when she was a child. Her best friend is Basilis, a splendid mare. Momiji is in love with one of the Midorikawa sons (one of her ""big brothers""), and the boy loves her too. But, trouble is, Momiji's adoptive father, the old Midorikawa clan head, wants to marry Momiji himself. Momiji tries to run away, but she is caught and eventually forced to marry her adoptive father.
Japan, 1997: a lot of time has passed, and all the previously mentioned characters are dead. But new characters are there, the descendants of the original ones... including a beautiful mare by the name of NeoBasilis... A new love triangle is forming between Ryouto, Shiyuka and Shikata.
(Source: Ultimate Manga Guide)","['shoujo-ai', 'drama', 'romance']"
,,,,,,,,
Basilis no Musume,finished,https://media.kitsu.io/manga/poster_images/2711/large.jpg?1434255115,16,4,82.61,210,"Japan, 1920: Momiji, a pretty 17-year-old girl, is an orphan. The wealthy Midorikawa family adopted her years before, when she was a child. Her best friend is Basilis, a splendid mare. Momiji is in love with one of the Midorikawa sons (one of her ""big brothers""), and the boy loves her too. But, trouble is, Momiji's adoptive father, the old Midorikawa clan head, wants to marry Momiji himself. Momiji tries to run away, but she is caught and eventually forced to marry her adoptive father.
Japan, 1997: a lot of time has passed, and all the previously mentioned characters are dead. But new characters are there, the descendants of the original ones... including a beautiful mare by the name of NeoBasilis... A new love triangle is forming between Ryouto, Shiyuka and Shikata.
(Source: Ultimate Manga Guide)","['shoujo-ai', 'drama', 'romance']"
,,,,,,,,
Ao Haru Ride,finished,https://media.kitsu.io/manga/poster_images/7109/large.jpg?1448230360,20,6,82.61,5027,"Yoshioka Futaba has a few reasons why she wants to ""reset"" her image and life as a new high-school student. Because she's cute, she was ostracized by her female friends in junior high, and because of a misunderstanding, she couldn't get her feeling across to the one boy she has always liked, Tanaka-kun.

Now in high school, she is determined to be as unladylike as possible so that her friends won't be jealous of her. While living her life this way contentedly, she meets Tanaka-kun again, but he now goes under the name of Mabuchi Kou. He tells her that he felt the same way as she did when they were younger, but now things can never be the same again. Will Futaba be able to continue her love that never even started from three years ago?","['comedy', 'school', 'shoujo-ai', 'slice-of-life', 'drama', 'romance']"
,,,,,,,,
Ao Haru Ride,finished,https://media.kitsu.io/manga/poster_images/7109/large.jpg?1448230360,20,6,82.61,5027,"Yoshioka Futaba has a few reasons why she wants to ""reset"" her image and life as a new high-school student. Because she's cute, she was ostracized by her female friends in junior high, and because of a misunderstanding, she couldn't get her feeling across to the one boy she has always liked, Tanaka-kun.

Now in high school, she is determined to be as unladylike as possible so that her friends won't be jealous of her. While living her life this way contentedly, she meets Tanaka-kun again, but he now goes under the name of Mabuchi Kou. He tells her that he felt the same way as she did when they were younger, but now things can never be the same again. Will Futaba be able to continue her love that never even started from three years ago?","['comedy', 'school', 'shoujo-ai', 'slice-of-life', 'drama', 'romance']"
,,,,,,,,
Ao Haru Ride,finished,https://media.kitsu.io/manga/poster_images/7109/large.jpg?1448230360,20,6,82.61,5027,"Yoshioka Futaba has a few reasons why she wants to ""reset"" her image and life as a new high-school student. Because she's cute, she was ostracized by her female friends in junior high, and because of a misunderstanding, she couldn't get her feeling across to the one boy she has always liked, Tanaka-kun.

Now in high school, she is determined to be as unladylike as possible so that her friends won't be jealous of her. While living her life this way contentedly, she meets Tanaka-kun again, but he now goes under the name of Mabuchi Kou. He tells her that he felt the same way as she did when they were younger, but now things can never be the same again. Will Futaba be able to continue her love that never even started from three years ago?","['comedy', 'school', 'shoujo-ai', 'slice-of-life', 'drama', 'romance']"
,,,,,,,,
Monogatari Series: First Season,finished,https://media.kitsu.io/manga/poster_images/25187/large.jpg?1434304393,107,6,82.6,3015,"This entry includes the first season of the Monogatari series:

Vol. 1-2: Bakemonogatari
Vol. 3: Kizumonogatari
Vol. 4-5: Nisemonogatari
Vol. 6: Nekomonogatari: Kuro","['comedy', 'mystery', 'supernatural', 'vampire', 'romance', 'action']"
,,,,,,,,
Monogatari Series: First Season,finished,https://media.kitsu.io/manga/poster_images/25187/large.jpg?1434304393,107,6,82.6,3015,"This entry includes the first season of the Monogatari series:

Vol. 1-2: Bakemonogatari
Vol. 3: Kizumonogatari
Vol. 4-5: Nisemonogatari
Vol. 6: Nekomonogatari: Kuro","['comedy', 'mystery', 'supernatural', 'vampire', 'romance', 'action']"
,,,,,,,,
Made in Abyss,ongoing,https://media.kitsu.io/manga/poster_images/38449/large.jpg?1499756527,,,82.6,7907,"The enormous cave system, known as the Abyss, is the only unexplored place in the world. Nobody knows how deep down goes this titanic pit, inhabited by strange and wondrous creatures and full of mysterious ancient relics which purpose in unknown to modern man. Generations of bold adventurers have been drawn by the cryptic depths of the Abyss. In course of time those bold enough to explore the dangerous pit came to be known as ""Cave Raiders.""

In Oosu, the town at the edge of the Abyss, there lives a little orphan named Rico, who dreams of becoming as great a cave raider as her mother was and solving the great mystery of the pit. One day exploring the murky depths she stumbles upon a little boy, who turns out to be a robot...",['none']
,,,,,,,,
Kare no Ondo,finished,https://media.kitsu.io/manga/poster_images/6991/large.jpg?1434264440,17,3,82.6,167,"Ito, a girl who is physically abused by her father, nonetheless hides it from the people around her. But when things spiral out of control only Ibuki is willing to reach out his hand to try and save her. As the two are drawn together, however, he is simultaneously tied down by obligations difficult to break away from no matter where his heart lays.","['shoujo-ai', 'drama', 'romance']"
,,,,,,,,
Kiyoku Yawaku,ongoing,https://media.kitsu.io/manga/poster_images/20865/large.jpg?1434295246,46,13,82.59,344,"Story 1: Yuma is having trouble warding off perverts every morning on her way to school. Her classmate Suwa starts going to school with her, in order to protect her, and the two become a couple. However, Yuma is also interested in her biology teacher who rides the same train as her every morning…
Story 2: Kana-chan, Asami-chan, Haruta-kun, and Maya-kun are best friends. Kana and Haruta have been childhood friends forever, and Haruta cares for Kana. However, Kana finds herself falling for Maya-kun. When tragedy strikes, can things ever return to the way they were?","['school', 'drama', 'romance']"
,,,,,,,,
Gokushufudou,ongoing,https://media.kitsu.io/manga/poster_images/40679/large.jpg?1523470615,,,82.59,4229,Immortal Tatsu is an ex-yakuza who’s given up violence for making an honest man of himself - but is it still possible for a devoted stay-at-home husband to get into a few scrapes? (Source: Sexy Akiba Detectives Translation),['none']
,,,,,,,,
Kiyoku Yawaku,ongoing,https://media.kitsu.io/manga/poster_images/20865/large.jpg?1434295246,46,13,82.59,344,"Story 1: Yuma is having trouble warding off perverts every morning on her way to school. Her classmate Suwa starts going to school with her, in order to protect her, and the two become a couple. However, Yuma is also interested in her biology teacher who rides the same train as her every morning…
Story 2: Kana-chan, Asami-chan, Haruta-kun, and Maya-kun are best friends. Kana and Haruta have been childhood friends forever, and Haruta cares for Kana. However, Kana finds herself falling for Maya-kun. When tragedy strikes, can things ever return to the way they were?","['school', 'drama', 'romance']"
,,,,,,,,
Ranker Who Lives A Second Time,ongoing,https://media.kitsu.io/manga/poster_images/54690/large.jpg?1558726419,,,82.58,2160,"Yeon-woo had a twin brother who disappeared five years ago. One day, a pocket watch left by his brother returned to his possession. Inside, he found a hidden diary in which was recorded ""By the time you hear this, I guess I will be already dead….""

(source: MU)",['none']
,,,,,,,,
3-gatsu no Lion,ongoing,https://media.kitsu.io/manga/poster_images/2704/large.jpg?1442692574,,0,82.58,3267,"A youth named Kiriyama Rei, who lost his family as a child, endures loneliness to become a professional shogi player. Then, through a chance meeting, he develops a relationship with the three Kawamoto sisters, who hail from a working-class district of the city, and little by little his frozen heart begins to thaw.

(Source: MU)","['thriller', 'game', 'slice-of-life', 'drama']"
,,,,,,,,
3-gatsu no Lion,ongoing,https://media.kitsu.io/manga/poster_images/2704/large.jpg?1442692574,,0,82.58,3267,"A youth named Kiriyama Rei, who lost his family as a child, endures loneliness to become a professional shogi player. Then, through a chance meeting, he develops a relationship with the three Kawamoto sisters, who hail from a working-class district of the city, and little by little his frozen heart begins to thaw.

(Source: MU)","['thriller', 'game', 'slice-of-life', 'drama']"
